Year,GHG,Sector,Subsector,Amount
2000,N2O,Agricuture,Fires,8.5478372336
2000,N2O,Silviculture,Silviculture,83.2127120485
2000,N2O,Waste management,Elimination of solid waste,0
2000,N2O,Waste management,Bio-treatment of solid waste,127.0566
2000,N2O,Waste management,Incineration,145.6385363
2000,N2O,Waste management,Waste water,1706.4847475709
2001,CO2,Energy,Industrial,150622.991340679
2001,CO2,Energy,Manufacture,51224.1224674114
2001,CO2,Energy,Transport,25457.67862
2001,CO2,Energy,Other,29717.88237
2001,CO2,Energy,Fugitive emissions,0
2001,CO2,Industrial processes,Mineral,33791.867712164
2001,CO2,Industrial processes,Chemical,1062
2001,CO2,Industrial processes,Metallurgy,6702.5627
2001,CO2,Agricuture,Fermentation,0
2001,CO2,Agricuture,Manure,0
2001,CO2,Agricuture,Rice farming,0
2001,CO2,Agricuture,Soil treatment,0
2001,CO2,Agricuture,Fires,0
2001,CO2,Silviculture,Silviculture,62084.475370407
2001,CO2,Waste management,Elimination of solid waste,0
2001,CO2,Waste management,Bio-treatment of solid waste,0
2001,CO2,Waste management,Incineration,211.5280590981
2001,CO2,Waste management,Waste water,0
2001,CH4,Energy,Industrial,93.5561374188
2001,CH4,Energy,Manufacture,78.6085310619
2001,CH4,Energy,Transport,385.1428388274
2001,CH4,Energy,Other,1159.6667943
2001,CH4,Energy,Fugitive emissions,52167.6332672954
2001,CH4,Industrial processes,Mineral,0
2001,CH4,Industrial processes,Chemical,62.9421467384
2001,CH4,Industrial processes,Metallurgy,0
2001,CH4,Agricuture,Fermentation,35938.591742907
2001,CH4,Agricuture,Manure,1079.1278855177
2001,CH4,Agricuture,Rice farming,136.8077088
2001,CH4,Agricuture,Soil treatment,0
2001,CH4,Agricuture,Fires,37.8911697103
2001,CH4,Silviculture,Silviculture,819.9258430585
2001,CH4,Waste management,Elimination of solid waste,11734.6857656552
2001,CH4,Waste management,Bio-treatment of solid waste,220.3423908
2001,CH4,Waste management,Incineration,438.50301495
2001,CH4,Waste management,Waste water,13506.6795798135
2001,N2O,Energy,Industrial,254.154261422
2001,N2O,Energy,Manufacture,185.4501903047
2001,N2O,Energy,Transport,5967.3051998115
2001,N2O,Energy,Other,417.85892
2001,N2O,Energy,Fugitive emissions,0
2001,N2O,Industrial processes,Mineral,0
2001,N2O,Industrial processes,Chemical,232.59672
2001,N2O,Industrial processes,Metallurgy,0
2001,N2O,Agricuture,Fermentation,0
2001,N2O,Agricuture,Manure,6065.9696544744
2001,N2O,Agricuture,Rice farming,0
2001,N2O,Agricuture,Soil treatment,44416.8291014512
2001,N2O,Agricuture,Fires,9.2292063366
2001,N2O,Silviculture,Silviculture,83.2127120485
2001,N2O,Waste management,Elimination of solid waste,0
2001,N2O,Waste management,Bio-treatment of solid waste,127.0566
2001,N2O,Waste management,Incineration,148.88414795
2001,N2O,Waste management,Waste water,1759.019666093
2002,CO2,Energy,Industrial,152021.62884144
2002,CO2,Energy,Manufacture,52839.5991885973
2002,CO2,Energy,Transport,110807.063412813
2002,CO2,Energy,Other,29941.952205
2002,CO2,Energy,Fugitive emissions,0
2002,CO2,Industrial processes,Mineral,32186.452925853
2002,CO2,Industrial processes,Chemical,1018.5
2002,CO2,Industrial processes,Metallurgy,4743.0804
2002,CO2,Agricuture,Fermentation,0
2002,CO2,Agricuture,Manure,0
2002,CO2,Agricuture,Rice farming,0
2002,CO2,Agricuture,Soil treatment,0
2002,CO2,Agricuture,Fires,0
2002,CO2,Silviculture,Silviculture,45368.8072251276
2002,CO2,Waste management,Elimination of solid waste,0
2002,CO2,Waste management,Bio-treatment of solid waste,0
2002,CO2,Waste management,Incineration,223.824876486
2002,CO2,Waste management,Waste water,0
2002,CH4,Energy,Industrial,108.2530441272
2002,CH4,Energy,Manufacture,78.2159452417
2002,CH4,Energy,Transport,382.4412478253
2002,CH4,Energy,Other,1156.461747
2002,CH4,Energy,Fugitive emissions,51355.8609544722
2002,CH4,Industrial processes,Mineral,0
2002,CH4,Industrial processes,Chemical,61.1550215019
2002,CH4,Industrial processes,Metallurgy,0
2002,CH4,Agricuture,Fermentation,36784.022001993
2002,CH4,Agricuture,Manure,1092.871103909
2002,CH4,Agricuture,Rice farming,131.107788
2002,CH4,Agricuture,Soil treatment,0
2002,CH4,Agricuture,Fires,37.9162883034
2002,CH4,Silviculture,Silviculture,1110.1060177663
2002,CH4,Waste management,Elimination of solid waste,12915.3540602984
2002,CH4,Waste management,Bio-treatment of solid waste,227.4472452
2002,CH4,Waste management,Incineration,443.9417346
2002,CH4,Waste management,Waste water,14334.6970239193
2002,N2O,Energy,Industrial,264.749118247
2002,N2O,Energy,Manufacture,182.7949249033
2002,N2O,Energy,Transport,6740.8411373918
2002,N2O,Energy,Other,417.57527
2002,N2O,Energy,Fugitive emissions,0
2002,N2O,Industrial processes,Mineral,0
2002,N2O,Industrial processes,Chemical,120.49452
2002,N2O,Industrial processes,Metallurgy,0
2002,N2O,Agricuture,Fermentation,0
2002,N2O,Agricuture,Manure,6170.5775708573
2002,N2O,Agricuture,Rice farming,0
2002,N2O,Agricuture,Soil treatment,44640.1771874074
2002,N2O,Agricuture,Fires,9.2353245082
2002,N2O,Silviculture,Silviculture,112.6625452555
2002,N2O,Waste management,Elimination of solid waste,0
2002,N2O,Waste management,Bio-treatment of solid waste,127.0566
2002,N2O,Waste management,Incineration,149.0008986
2002,N2O,Waste management,Waste water,1787.2053715574
2003,CO2,Energy,Industrial,154403.83321638
2003,CO2,Energy,Manufacture,54347.7029650638
2003,CO2,Energy,Transport,114547.177626649
2003,CO2,Energy,Other,30546.74766
2003,CO2,Energy,Fugitive emissions,0
2003,CO2,Industrial processes,Mineral,30822.951337058
2003,CO2,Industrial processes,Chemical,801
2003,CO2,Industrial processes,Metallurgy,4797.5525
2003,CO2,Agricuture,Fermentation,0
2003,CO2,Agricuture,Manure,0
2003,CO2,Agricuture,Rice farming,0
2003,CO2,Agricuture,Soil treatment,0
2003,CO2,Agricuture,Fires,0
2003,CO2,Silviculture,Silviculture,47978.8396368669
2003,CO2,Waste management,Elimination of solid waste,0
2003,CO2,Waste management,Bio-treatment of solid waste,0
2003,CO2,Waste management,Incineration,307.419385997
2003,CO2,Waste management,Waste water,0
2003,CH4,Energy,Industrial,117.9964797753
2003,CH4,Energy,Manufacture,79.4746208626
2003,CH4,Energy,Transport,387.2528345486
2003,CH4,Energy,Other,1160.1891945
2003,CH4,Energy,Fugitive emissions,53142.8606973503
2003,CH4,Industrial processes,Mineral,0
2003,CH4,Industrial processes,Chemical,66.3242553334
2003,CH4,Industrial processes,Metallurgy,0
2003,CH4,Agricuture,Fermentation,36798.682292946
2003,CH4,Agricuture,Manure,1086.4231355578
2003,CH4,Agricuture,Rice farming,160.117062
2003,CH4,Agricuture,Soil treatment,0
2003,CH4,Agricuture,Fires,39.3832854626
2003,CH4,Silviculture,Silviculture,1110.1060177663
2003,CH4,Waste management,Elimination of solid waste,13983.3325323884
2003,CH4,Waste management,Bio-treatment of solid waste,229.0570296
2003,CH4,Waste management,Incineration,454.16390565
2003,CH4,Waste management,Waste water,14556.7465556593
2003,N2O,Energy,Industrial,280.879396638
2003,N2O,Energy,Manufacture,187.5942009418
2003,N2O,Energy,Transport,7203.5017954368
2003,N2O,Energy,Other,418.96624
2003,N2O,Energy,Fugitive emissions,0
2003,N2O,Industrial processes,Mineral,0
2003,N2O,Industrial processes,Chemical,111.94782
2003,N2O,Industrial processes,Metallurgy,0
2003,N2O,Agricuture,Fermentation,0
2003,N2O,Agricuture,Manure,6139.0325556082
2003,N2O,Agricuture,Rice farming,0
2003,N2O,Agricuture,Soil treatment,44822.7845321683
2003,N2O,Agricuture,Fires,9.592643102
2003,N2O,Silviculture,Silviculture,112.6625452555
2003,N2O,Waste management,Elimination of solid waste,0
2003,N2O,Waste management,Bio-treatment of solid waste,127.0566
2003,N2O,Waste management,Incineration,152.14217665
2003,N2O,Waste management,Waste water,1792.1236309439
2004,CO2,Energy,Industrial,151658.107890003
2004,CO2,Energy,Manufacture,61822.1876497979
2004,CO2,Energy,Transport,129823.568495914
2004,CO2,Energy,Other,31318.133385
2004,CO2,Energy,Fugitive emissions,0
2004,CO2,Industrial processes,Mineral,38661.935091355
2004,CO2,Industrial processes,Chemical,1020
2004,CO2,Industrial processes,Metallurgy,4801.065
2004,CO2,Agricuture,Fermentation,0
2004,CO2,Agricuture,Manure,0
2004,CO2,Agricuture,Rice farming,0
2004,CO2,Agricuture,Soil treatment,0
2004,CO2,Agricuture,Fires,0
2004,CO2,Silviculture,Silviculture,49509.7734951693
2004,CO2,Waste management,Elimination of solid waste,0
2004,CO2,Waste management,Bio-treatment of solid waste,0
2004,CO2,Waste management,Incineration,306.4266334183
2004,CO2,Waste management,Waste water,0
2004,CH4,Energy,Industrial,124.9199724927
2004,CH4,Energy,Manufacture,83.7377329051
2004,CH4,Energy,Transport,434.6505963191
2004,CH4,Energy,Other,1160.0376081
2004,CH4,Energy,Fugitive emissions,52210.9838256031
2004,CH4,Industrial processes,Mineral,0
2004,CH4,Industrial processes,Chemical,70.3407973153
2004,CH4,Industrial processes,Metallurgy,0
2004,CH4,Agricuture,Fermentation,36616.22685084
2004,CH4,Agricuture,Manure,1087.8644527123
2004,CH4,Agricuture,Rice farming,167.1236112
2004,CH4,Agricuture,Soil treatment,0
2004,CH4,Agricuture,Fires,40.3287045119
2004,CH4,Silviculture,Silviculture,1110.1060177663
2004,CH4,Waste management,Elimination of solid waste,15156.1046541917
2004,CH4,Waste management,Bio-treatment of solid waste,227.6943228
2004,CH4,Waste management,Incineration,454.2775692
2004,CH4,Waste management,Waste water,15025.588651795
2004,N2O,Energy,Industrial,246.050534868
2004,N2O,Energy,Manufacture,199.0805585665
2004,N2O,Energy,Transport,8815.1801369898
2004,N2O,Energy,Other,420.45269
2004,N2O,Energy,Fugitive emissions,0
2004,N2O,Industrial processes,Mineral,0
2004,N2O,Industrial processes,Chemical,111.07734
2004,N2O,Industrial processes,Metallurgy,0
2004,N2O,Agricuture,Fermentation,0
2004,N2O,Agricuture,Manure,6179.9122152478
2004,N2O,Agricuture,Rice farming,0
2004,N2O,Agricuture,Soil treatment,45142.906984765
2004,N2O,Agricuture,Fires,0
2004,N2O,Silviculture,Silviculture,9.8229201704
2004,N2O,Waste management,Elimination of solid waste,112.6625452555
2004,N2O,Waste management,Bio-treatment of solid waste,127.0566
2004,N2O,Waste management,Incineration,152.2118972
2004,N2O,Waste management,Waste water,1812.8885045164
2005,CO2,Energy,Industrial,157024.599531321
2005,CO2,Energy,Manufacture,59225.9855851925
2005,CO2,Energy,Transport,126203.142558599
2005,CO2,Energy,Other,30194.69871
2005,CO2,Energy,Fugitive emissions,0
2005,CO2,Industrial processes,Mineral,32395.477605293
2005,CO2,Industrial processes,Chemical,769.5
2005,CO2,Industrial processes,Metallurgy,4979.2616
2005,CO2,Agricuture,Fermentation,0
2005,CO2,Agricuture,Manure,0
2005,CO2,Agricuture,Rice farming,0
2005,CO2,Agricuture,Soil treatment,0
2005,CO2,Agricuture,Fires,0
2005,CO2,Silviculture,Silviculture,51042.5867840317
2005,CO2,Waste management,Elimination of solid waste,0
2005,CO2,Waste management,Bio-treatment of solid waste,0
2005,CO2,Waste management,Incineration,311.0181918221
2005,CO2,Waste management,Waste water,0
2005,CH4,Energy,Industrial,121.9828052541
2005,CH4,Energy,Manufacture,91.1067962664
2005,CH4,Energy,Transport,404.1292997988
2005,CH4,Energy,Other,1158.6580446
2005,CH4,Energy,Fugitive emissions,60187.4105466774
2005,CH4,Industrial processes,Mineral,0
2005,CH4,Industrial processes,Chemical,68.0107685068
2005,CH4,Industrial processes,Metallurgy,0
2005,CH4,Agricuture,Fermentation,36274.634324586
2005,CH4,Agricuture,Manure,1085.3414042382
2005,CH4,Agricuture,Rice farming,170.108064
2005,CH4,Agricuture,Soil treatment,0
2005,CH4,Agricuture,Fires,42.8054108503
2005,CH4,Silviculture,Silviculture,1110.1060177663
2005,CH4,Waste management,Elimination of solid waste,16253.091396615
2005,CH4,Waste management,Bio-treatment of solid waste,228.38256
2005,CH4,Waste management,Incineration,463.4877975
2005,CH4,Waste management,Waste water,14947.5077904493
2005,N2O,Energy,Industrial,286.133173191
2005,N2O,Energy,Manufacture,210.6772806219
2005,N2O,Energy,Transport,9162.2804344659
2005,N2O,Energy,Other,417.0151
2005,N2O,Energy,Fugitive emissions,0
2005,N2O,Industrial processes,Mineral,0
2005,N2O,Industrial processes,Chemical,116.9196
2005,N2O,Industrial processes,Metallurgy,0
2005,N2O,Agricuture,Fermentation,0
2005,N2O,Agricuture,Manure,6158.9230858908
2005,N2O,Agricuture,Rice farming,0
2005,N2O,Agricuture,Soil treatment,45003.5057646695
2005,N2O,Agricuture,Fires,10.4261750714
2005,N2O,Silviculture,Silviculture,112.6625452555
2005,N2O,Waste management,Elimination of solid waste,0
2005,N2O,Waste management,Bio-treatment of solid waste,127.0566
2005,N2O,Waste management,Incineration,155.6904475
2005,N2O,Waste management,Waste water,1827.862528314
2006,CO2,Energy,Industrial,154777.540839675
2006,CO2,Energy,Manufacture,60973.9920117222
2006,CO2,Energy,Transport,134126.518833713
2006,CO2,Energy,Other,30505.69896
2006,CO2,Energy,Fugitive emissions,0
2006,CO2,Industrial processes,Mineral,38283.355271484
2006,CO2,Industrial processes,Chemical,888
2006,CO2,Industrial processes,Metallurgy,5164.2248
2006,CO2,Agricuture,Fermentation,0
2006,CO2,Agricuture,Manure,0
2006,CO2,Agricuture,Rice farming,0
2006,CO2,Agricuture,Soil treatment,0
2006,CO2,Agricuture,Fires,0
2006,CO2,Silviculture,Silviculture,50475.016673334
2006,CO2,Waste management,Elimination of solid waste,0
2006,CO2,Waste management,Bio-treatment of solid waste,0
2006,CO2,Waste management,Incineration,314.2672211068
2006,CO2,Waste management,Waste water,0
2006,CH4,Energy,Industrial,137.6025549486
2006,CH4,Energy,Manufacture,85.7707913858
2006,CH4,Energy,Transport,419.4575295996
2006,CH4,Energy,Other,1151.4535725
2006,CH4,Energy,Fugitive emissions,66837.0500815693
2006,CH4,Industrial processes,Mineral,0
2006,CH4,Industrial processes,Chemical,69.6182963472
2006,CH4,Industrial processes,Metallurgy,0
2006,CH4,Agricuture,Fermentation,36431.31068115
2006,CH4,Agricuture,Manure,1086.1079785533
2006,CH4,Agricuture,Rice farming,187.790106
2006,CH4,Agricuture,Soil treatment,0
2006,CH4,Agricuture,Fires,41.4995625793
2006,CH4,Silviculture,Silviculture,1110.1060177663
2006,CH4,Waste management,Elimination of solid waste,17280.8634134174
2006,CH4,Waste management,Bio-treatment of solid waste,230.5406292
2006,CH4,Waste management,Incineration,468.20017335
2006,CH4,Waste management,Waste water,16602.2601047173
2006,N2O,Energy,Industrial,273.741187249
2006,N2O,Energy,Manufacture,195.8555815224
2006,N2O,Energy,Transport,10144.9964235532
2006,N2O,Energy,Other,415.8743
2006,N2O,Energy,Fugitive emissions,0
2006,N2O,Industrial processes,Mineral,0
2006,N2O,Industrial processes,Chemical,132.7575
2006,N2O,Industrial processes,Metallurgy,0
2006,N2O,Agricuture,Fermentation,0
2006,N2O,Agricuture,Manure,6194.6719626766
2006,N2O,Agricuture,Rice farming,0
2006,N2O,Agricuture,Soil treatment,45048.3764779144
2006,N2O,Agricuture,Fires,10.1081077425
2006,N2O,Silviculture,Silviculture,112.6625452555
2006,N2O,Waste management,Elimination of solid waste,0
2006,N2O,Waste management,Bio-treatment of solid waste,127.0566
2006,N2O,Waste management,Incineration,157.29576235
2006,N2O,Waste management,Waste water,1881.4764380385
2007,CO2,Energy,Industrial,156212.770154826
2007,CO2,Energy,Manufacture,64642.9258931577
2007,CO2,Energy,Transport,147420.423499557
2007,CO2,Energy,Other,33010.595805
2007,CO2,Energy,Fugitive emissions,0
2007,CO2,Industrial processes,Mineral,35194.873896747
2007,CO2,Industrial processes,Chemical,1140
2007,CO2,Industrial processes,Metallurgy,5097.7185
2007,CO2,Agricuture,Fermentation,0
2007,CO2,Agricuture,Manure,0
2007,CO2,Agricuture,Rice farming,0
2007,CO2,Agricuture,Soil treatment,0
2007,CO2,Agricuture,Fires,0
2007,CO2,Silviculture,Silviculture,50780.5376187353
2007,CO2,Waste management,Elimination of solid waste,
2007,CO2,Waste management,Bio-treatment of solid waste,
2007,CO2,Waste management,Incineration,326.7969344668
2007,CO2,Waste management,Waste water,
2007,CH4,Energy,Industrial,148.7234538741
2007,CH4,Energy,Manufacture,86.9708434564
2007,CH4,Energy,Transport,451.685434867
2007,CH4,Energy,Other,1149.3728862
2007,CH4,Energy,Fugitive emissions,70671.7961613188
2007,CH4,Industrial processes,Mineral,0
2007,CH4,Industrial processes,Chemical,66.2384187222
2007,CH4,Industrial processes,Metallurgy,0
2007,CH4,Agricuture,Fermentation,36725.675736414
2007,CH4,Agricuture,Manure,1087.8349974718
2007,CH4,Agricuture,Rice farming,183.982344
2007,CH4,Agricuture,Soil treatment,0
2007,CH4,Agricuture,Fires,43.119985087
2007,CH4,Silviculture,Silviculture,1110.1060177663
2007,CH4,Waste management,Elimination of solid waste,18303.4758155887
2007,CH4,Waste management,Bio-treatment of solid waste,232.5728748
2007,CH4,Waste management,Incineration,493.51565445
2007,CH4,Waste management,Waste water,16859.2051635442
2007,N2O,Energy,Industrial,273.183548864
2007,N2O,Energy,Manufacture,199.0875700924
2007,N2O,Energy,Transport,11506.749318711
2007,N2O,Energy,Other,421.57117
2007,N2O,Energy,Fugitive emissions,0
2007,N2O,Industrial processes,Mineral,0
2007,N2O,Industrial processes,Chemical,132.1716
2007,N2O,Industrial processes,Metallurgy,0
2007,N2O,Agricuture,Fermentation,0
2007,N2O,Agricuture,Manure,6245.0186977375
2007,N2O,Agricuture,Rice farming,0
2007,N2O,Agricuture,Soil treatment,45339.2122744516
2007,N2O,Agricuture,Fires,10.5027963676
2007,N2O,Silviculture,Silviculture,112.6625452555
2007,N2O,Waste management,Elimination of solid waste,0
2007,N2O,Waste management,Bio-treatment of solid waste,127.0566
2007,N2O,Waste management,Incineration,165.91971745
2007,N2O,Waste management,Waste water,1915.5525405315
2008,CO2,Energy,Industrial,153800.828682408
2008,CO2,Energy,Manufacture,61078.2695854641
2008,CO2,Energy,Transport,166496.594780961
2008,CO2,Energy,Other,33867.881025
2008,CO2,Energy,Fugitive emissions,0
2008,CO2,Industrial processes,Mineral,36014.529785753
2008,CO2,Industrial processes,Chemical,1347
2008,CO2,Industrial processes,Metallurgy,5177.0417
2008,CO2,Agricuture,Fermentation,0
2008,CO2,Agricuture,Manure,0
2008,CO2,Agricuture,Rice farming,0
2008,CO2,Agricuture,Soil treatment,0
2008,CO2,Agricuture,Fires,0
2008,CO2,Silviculture,Silviculture,48924.886045621
2008,CO2,Waste management,Elimination of solid waste,
2008,CO2,Waste management,Bio-treatment of solid waste,
2008,CO2,Waste management,Incineration,551.3438851042
2008,CO2,Waste management,Waste water,
2008,CH4,Energy,Industrial,156.5463743466
2008,CH4,Energy,Manufacture,87.9204234721
2008,CH4,Energy,Transport,511.3411568213
2008,CH4,Energy,Other,1147.0433331
2008,CH4,Energy,Fugitive emissions,79204.7426576178
2008,CH4,Industrial processes,Mineral,0
2008,CH4,Industrial processes,Chemical,69.088975088
2008,CH4,Industrial processes,Metallurgy,0
2008,CH4,Agricuture,Fermentation,37111.51518858
2008,CH4,Agricuture,Manure,1092.0228211442
2008,CH4,Agricuture,Rice farming,134.477238
2008,CH4,Agricuture,Soil treatment,0
2008,CH4,Agricuture,Fires,42.337294301
2008,CH4,Silviculture,Silviculture,1110.1060177663
2008,CH4,Waste management,Elimination of solid waste,19535.397164901
2008,CH4,Waste management,Bio-treatment of solid waste,235.2294
2008,CH4,Waste management,Incineration,485.3565171
2008,CH4,Waste management,Waste water,17407.1007501062
2008,N2O,Energy,Industrial,297.996055535
2008,N2O,Energy,Manufacture,197.0949581049
2008,N2O,Energy,Transport,13335.8301491204
2008,N2O,Energy,Other,422.47141
2008,N2O,Energy,Fugitive emissions,0
2008,N2O,Industrial processes,Mineral,0
2008,N2O,Industrial processes,Chemical,131.5857
2008,N2O,Industrial processes,Metallurgy,0
2008,N2O,Agricuture,Fermentation,0
2008,N2O,Agricuture,Manure,6299.4764148694
2008,N2O,Agricuture,Rice farming,0
2008,N2O,Agricuture,Soil treatment,45301.2165788072
2008,N2O,Agricuture,Fires,10.3121552548
2008,N2O,Silviculture,Silviculture,112.6625452555
2008,N2O,Waste management,Elimination of solid waste,0
2008,N2O,Waste management,Bio-treatment of solid waste,127.0566
2008,N2O,Waste management,Incineration,163.1402311
2008,N2O,Waste management,Waste water,1933.1901309453
2009,CO2,Energy,Industrial,159906.990410459
2009,CO2,Energy,Manufacture,55919.057136828
2009,CO2,Energy,Transport,152188.466220797
2009,CO2,Energy,Other,32411.21466
2009,CO2,Energy,Fugitive emissions,0
2009,CO2,Industrial processes,Mineral,34458.994529892
2009,CO2,Industrial processes,Chemical,1185
2009,CO2,Industrial processes,Metallurgy,4320.5139
2009,CO2,Agricuture,Fermentation,0
2009,CO2,Agricuture,Manure,0
2009,CO2,Agricuture,Rice farming,0
2009,CO2,Agricuture,Soil treatment,0
2009,CO2,Agricuture,Fires,0
2009,CO2,Silviculture,Silviculture,47410.1303559182
2009,CO2,Waste management,Elimination of solid waste,
2009,CO2,Waste management,Bio-treatment of solid waste,
2009,CO2,Waste management,Incineration,559.9258333178
2009,CO2,Waste management,Waste water,
2009,CH4,Energy,Industrial,162.266097357
2009,CH4,Energy,Manufacture,78.9029555997
2009,CH4,Energy,Transport,470.9781874323
2009,CH4,Energy,Other,1139.2872918
2009,CH4,Energy,Fugitive emissions,84213.4882991048
2009,CH4,Industrial processes,Mineral,0
2009,CH4,Industrial processes,Chemical,70.7055491549
2009,CH4,Industrial processes,Metallurgy,0
2009,CH4,Agricuture,Fermentation,37635.18116904
2009,CH4,Agricuture,Manure,1100.4511666325
2009,CH4,Agricuture,Rice farming,156.864666
2009,CH4,Agricuture,Soil treatment,0
2009,CH4,Agricuture,Fires,40.4202909342
2009,CH4,Silviculture,Silviculture,1110.1060177663
2009,CH4,Waste management,Elimination of solid waste,20851.3351871223
2009,CH4,Waste management,Bio-treatment of solid waste,245.3942988
2009,CH4,Waste management,Incineration,492.9949206
2009,CH4,Waste management,Waste water,17686.0271864958
2009,N2O,Energy,Industrial,445.165127245
2009,N2O,Energy,Manufacture,181.1351965598
2009,N2O,Energy,Transport,12514.6491008244
2009,N2O,Energy,Other,416.76462
2009,N2O,Energy,Fugitive emissions,0
2009,N2O,Industrial processes,Mineral,0
2009,N2O,Industrial processes,Chemical,130.9998
2009,N2O,Industrial processes,Metallurgy,0
2009,N2O,Agricuture,Fermentation,0
2009,N2O,Agricuture,Manure,6378.7629581336
2009,N2O,Agricuture,Rice farming,0
2009,N2O,Agricuture,Soil treatment,0
2009,N2O,Agricuture,Fires,9.8452280061
2009,N2O,Silviculture,Silviculture,112.6625452555
2009,N2O,Waste management,Elimination of solid waste,0
2009,N2O,Waste management,Bio-treatment of solid waste,127.0566
2009,N2O,Waste management,Incineration,165.7423246
2009,N2O,Waste management,Waste water,1937.9706110764
2010,CO2,Energy,Industrial,162232.413919153
2010,CO2,Energy,Manufacture,56488.6002263955
2010,CO2,Energy,Transport,153384.50606962
2010,CO2,Energy,Other,33024.673605
2010,CO2,Energy,Fugitive emissions,0
2010,CO2,Industrial processes,Mineral,35233.7082732723
2010,CO2,Industrial processes,Chemical,1348.5
2010,CO2,Industrial processes,Metallurgy,5499.229
2010,CO2,Agricuture,Fermentation,0
2010,CO2,Agricuture,Manure,0
2010,CO2,Agricuture,Rice farming,0
2010,CO2,Agricuture,Soil treatment,0
2010,CO2,Agricuture,Fires,0
2010,CO2,Silviculture,Silviculture,45669.6435270232
2010,CO2,Waste management,Elimination of solid waste,
2010,CO2,Waste management,Bio-treatment of solid waste,
2010,CO2,Waste management,Incineration,569.3568301794
2010,CO2,Waste management,Waste water,
2010,CH4,Energy,Industrial,163.9390218942
2010,CH4,Energy,Manufacture,78.5333084883
2010,CH4,Energy,Transport,469.6972968629
2010,CH4,Energy,Other,1134.0443856
2010,CH4,Energy,Fugitive emissions,83119.7721573818
2010,CH4,Industrial processes,Mineral,0
2010,CH4,Industrial processes,Chemical,69.9527071233
2010,CH4,Industrial processes,Metallurgy,0
2010,CH4,Agricuture,Fermentation,37961.494856208
2010,CH4,Agricuture,Manure,1105.9769426654
2010,CH4,Agricuture,Rice farming,137.751138
2010,CH4,Agricuture,Soil treatment,0
2010,CH4,Agricuture,Fires,41.7703438961
2010,CH4,Silviculture,Silviculture,1110.1060177663
2010,CH4,Waste management,Elimination of solid waste,22117.7400655388
2010,CH4,Waste management,Bio-treatment of solid waste,249.697644
2010,CH4,Waste management,Incineration,501.8257881
2010,CH4,Waste management,Waste water,18454.1248700822
2010,N2O,Energy,Industrial,572.893828697
2010,N2O,Energy,Manufacture,173.6856798103
2010,N2O,Energy,Transport,12557.7532905692
2010,N2O,Energy,Other,417.11895
2010,N2O,Energy,Fugitive emissions,0
2010,N2O,Industrial processes,Mineral,0
2010,N2O,Industrial processes,Chemical,130.4139
2010,N2O,Industrial processes,Metallurgy,0
2010,N2O,Agricuture,Fermentation,0
2010,N2O,Agricuture,Manure,6447.4961904728
2010,N2O,Agricuture,Rice farming,0
2010,N2O,Agricuture,Soil treatment,46479.7585913414
2010,N2O,Agricuture,Fires,10.1740623347
2010,N2O,Silviculture,Silviculture,112.6625452555
2010,N2O,Waste management,Elimination of solid waste,0
2010,N2O,Waste management,Bio-treatment of solid waste,127.0566
2010,N2O,Waste management,Incineration,168.7506421
2010,N2O,Waste management,Waste water,
